物,1225245
离,1222359
非,1219442
虽,1211358
云,1205872
似,1203009
万,1201402
至,1199059
干,1197831
通,1186869
认,1184729
失,1182384
火,1180390
哥,1176477
士,1175727
五,1170398
惊,1161953
魔,1160330
竟,1160070
姐,1158924
乎,1157322
剑,1151704
往,1143435
量,1142437
早,1138903
结,1132776
怕,1114820
流,1114438
突,1106693
坐,1106273
斯,1105720
音,1100301
紧,1099517
指,1099010
拉,1096796
杀,1095880
半,1095098
记,1094800
且,1092816
利,1091519
合,1085786
倒,1085421
书,1083351
度,1082785
微,1082510
步,1077549
教,1071585
喜,1069981
越,1069176
影,1067165
谁,1064240
冷,1063226
深,1060800
告,1054831
落,1054311
象,1041105
容,1038318
怪,1036985
传,1034638
钱,1034329
提,1026285
言,1026005
随,1016322
每,1015025
双,1011629
服,1011511
击,1010628
武,1003136
哪,998544
数,994719
站,994038
奇,982596
房,980289
管,979206
灵,978814
刻,977816
题,976178
衣,974727
周,972776
静,968467
伤,968363
百,962451
拿,958908
妈,956493
办,956075
星,955656
化,951401
功,945623
绝,943340
系,942245
般,940949
必,940785
业,938051
尔,936690
件,935235
血,933230
代,932729
精,932565
弟,931804
终,928837
近,925463
条,925439
青,914968
界,913395
司,911784
整,911668
欢,908850
字,906615
晚,904532
民,902697
帮,901633
切,900592
即,900101
忙,899024
交,898418
或,896787
暗,891081
夫,890506
员,887168
根,886057
石,885579
哈,879528
夜,877661
父,875667
制,870792
友,869919
阿,867275
息,864425
冲,862983
酒,862253
保,859752
片,859001
形,858843
阵,857774
南,856521
决,856467
请,856375
各,856128
报,856017
兴,854813
阳,850226
急,849907
语,843913
令,842791
错,839927
及,839825
刘,835052
极,832554
识,826907
备,823555
慢,820995
雪,820388
苦,810172
若,809209
领,808920
收,807363
底,806359
尽,805564
准,805527
华,800451
答,796906
众,796661
千,794964
消,792838
视,787375
罗,783224
敢,782369
留,778671
克,777926
乐,777260
够,768470
跑,767297
显,763327
嘴,762052
官,760400
断,759788
未,758953
势,756507
句,754300
求,749849
计,747431
论,744148
达,741782
则,740891
害,740250
八,740031
单,738919
久,737479
脚,735170
德,733775
元,732265
脑,728559
楚,728204
雨,725801
睛,724850
响,724098
刀,723425
确,722242
玉,721753
沉,718489
北,718033
格,715810
停,715545
陈,714404
市,712352
朝,709793
喝,707608
族,707445
江,705253
团,701923
母,701521
章,697369
装,695241
亮,693524
客,692916
照,692673
乱,692152
易,690500
足,680607
依,679811
黄,678776
修,678749
破,677496
台,676961
球,673782
呀,673765
院,672894
送,668592
包,667583
义,667264
诉,667093
攻,665395
丝,661300
围,659219
玩,658958
待,658854
复,656644
况,655809
楼,654626
丽,653445
痛,653298
梦,650909
呼,649070
摇,647544
期,647443
英,646331
低,646263
帝,643284
兄,642800
背,642470
持,641315
爷,641029
皇,640305
七,638221
六,635084
穿,634742
杨,633480
政,633183
运,630729
居,627014
叶,625969
热,625680
校,623489
谢,623220
曾,621971
古,621960
细,618534
产,617667
睡,616243
希,614576
速,614540
室,614287
旁,610425
另,608814
怀,607039
露,606979
异,605892
写,605147
鬼,604413
娘,603856
取,602170
式,600521
除,599918
级,599204
考,599063
建,598616
愿,597660
招,593719
饭,592046
布,591571
续,591245
程,590619
首,588887
观,588781
朋,588716
务,587619
掉,586059
赶,585731
忽,585369
注,583182
术,579874
甚,576087
差,573616
呵,570893
展,570379
争,569448
品,566800
兰,565307
宝,564720
香,563262
斗,562155
故,560446
雷,560379
念,559620
段,559051
顿,557768
角,557634
疑,556639
护,551817
闪,551016
木,547209
需,543409
调,542792
类,542775
妹,542424
爸,541485
线,539444
左,538289
游,537555
派,537090
谈,536829
激,535171
冰,534562
敌,534220
跳,532527
支,532396
约,526224
巴,523594
您,523541
顾,523266
肯,522835
醒,522582
铁,520031
抱,519992
淡,518865
造,518334
伙,518273
资,517472
群,516077
集,515762
联,514908
商,514550
号,513737
节,511250
讲,510842
掌,510260
赵,507405
密,506110
九,506014
病,505956
卫,504141
米,503964
威,503918
继,503302
渐,503123
统,503061
追,502402
亚,502177
简,501969
练,501341
基,499224
选,498189
推,497295
改,495567
退,494368
味,493741
份,493685
举,493503
示,492951
忍,492901
历,492045
器,489638
恐,489578
引,489419
试,489076
皮,487744
习,487160
靠,486494
导,486193
存,485467
莫,485268
志,485065
区,485061
汉,484364
右,483406
严,480979
态,478661
买,477539
幸,477019
社,476704
佛,475734
议,474942
树,474612
止,472691
块,472478
守,470593
毛,469562
挥,468277
胡,468131
散,468009
板,466756
仅,466676
隐,466049
怒,466019
床,465801
苏,465272
料,463518
股,461541
局,461034
班,459772
图,457307
岁,456625
礼,456545
独,456526
初,455646
福,455530
顺,454929
狂,454886
默,454458
巨,453729
既,453256
松,452901
证,452885
烈,452123
否,450892
恶,450813
治,450800
缓,450418
排,449584
费,449492
拍,449481
耳,448849
医,448630
寒,448294
哭,447753
温,447521
府,442709
担,442662
称,442107
余,441792
钟,439739
泪,439483
烟,435202
仍,434011
具,433976
忘,433906
恩,433653
毕,433506
警,433397
蓝,431855
宫,431590
吸,431549
陆,431372
究,429844
抓,428755
压,427672
沙,427658
救,427315
呆,427048
河,425953
迷,424854
枪,424121
组,423884
权,422461
叹,421997
孙,421364
卷,419864
查,417554
毫,414933
春,414544
察,413974
圣,413460
草,411706
较,411372
胜,411127
遇,409411
充,409223
史,409099
堂,408194
防,406226
据,405279
猛,403183
骑,402931
土,402279
卡,402256
助,401900
京,399657
银,399570
贵,399328
永,399313
质,398905
屋,398799
须,397623
副,396897
换,396459
刺,394555
属,394530
闻,394529
境,394043
禁,393943
阴,393419
共,393083
负,391986
弄,391479
翻,391454
虎,391382
层,390823
喊,390618
逃,388318
晓,388267
座,388236
雅,387226
参,387049
射,386983
婚,386955
险,386142
君,385417
划,385366
坚,385150
价,384863
柔,384782
超,383924
扬,383219
科,383049
按,382695
狠,382360
野,381317
秦,381190
秘,380904
熟,379833
置,379704
仙,379429
模,378985
伸,378380
波,377782
肉,377486
假,377294
齐,376615
舞,376446
脱,375299
广,374959
姑,374941
麻,374419
投,373978
顶,372322
致,370734
责,370704
景,369788
营,369626
维,369458
设,369436
坏,365836
啦,365599
秀,364108
败,364055
眉,363007
州,362849
药,361732
承,361606
案,361285
狼,360398
专,360222
偷,359993
画,359784
吴,358239
店,356601
哦,356333
弹,355948
食,353226
欲,353022
抬,352793
标,352517
秋,352446
厉,352288
良,352124
际,352008
状,351779
烦,350929
午,350826
摆,349256
戏,347524
桌,346095
船,345686
短,345480
村,343959
某,342978
摸,342354
付,342108
演,341366
规,341239
萧,341190
封,341037
握,340839
田,339958
唐,339749
藏,339641
震,338757
混,338565
虚,337176
透,336303
纪,335852
凌,335556
休,334462
嘛,334431
梅,333631
紫,332619
歌,332504
临,332190
毒,331576
宗,329551
著,329248
索,329201
印,328075
寻,328045
湖,327739
劲,327635
职,326699
技,326479
恨,326212
婆,325914
杰,324690
羽,322339
咱,321520
素,320732
凡,320342
值,320306
飘,319989
养,319753
嘿,319099
普,317637
宁,316587
吓,316375
兽,315293
夏,314864
读,313506
街,313485
牛,313393
仿,313234
胸,313164
浪,312811
富,312299
尚,311735
宇,311167
骨,310699
智,310406
纷,308101
升,307512
叔,306516
善,305341
弱,305241
架,304618
卖,303880
袋,303806
网,303788
朱,302713
骂,302419
雄,302005
赛,301766
略,301716
杯,301690
施,301591
墙,301301
环,300871
罪,300821
牙,300629
窗,298137
柳,297897
厅,297396
搞,297225
端,296020
洞,295409
适,295023
拥,294913
释,294626
洋,293496
肩,292627
魂,291928
闹,291121
蒙,290989
洗,290306
灯,290150
借,289749
伯,289144
免,289084
菜,288767
验,288664
凤,288364
鱼,288142
徐,287405
型,286621
娜,286464
暴,286045
亡,286000
讨,282187
辈,281934
懂,281376
腿,280952
灭,280837
妙,280421
效,279884
危,279881
优,279594
盘,279546
套,278641
丁,278627
趣,278572
妖,278201
束,277980
杂,277650
诗,277494
迎,276814
舍,276743
旧,275220
彩,274800
委,274305
挂,273923
笔,273860
狗,273402
鲜,273041
纸,273013
抗,272796
探,272677
韩,272550
尼,272244
控,271743
惜,271651
珠,271642
抽,270738
创,270394
归,270263
挺,269816
奋,269740
陪,269126
硬,268057
避,268046
园,267608
托,267516
训,267251
勇,266642
聊,265573
奶,265359
庄,264912
奔,264800
镇,264517
拳,264501
采,264104
研,263794
配,262063
介,261749
尊,260962
冒,258486
虑,257747
敬,255846
丹,255714
舒,255489
蛋,255478
哼,255327
宋,255294
济,255044
妇,254489
箭,254320
择,254252
犯,254131
欣,253814
甲,253580
欧,253543
课,253331
扑,252812
菲,252624
燕,251483
曲,250151
躲,249450
玄,249249
幻,248831
茶,248811
折,248570
伊,248425
傻,248211
姓,248203
源,247962
洛,247888
遍,247865
臣,247343
弃,247281
犹,246801
占,246282
漂,245966
挑,245886
获,245741
绿,245485
峰,245132
俊,244925
疯,244767
列,244324
森,243708
妻,243636
恋,243571
误,243473
拜,242993
伟,242973
移,242884
纳,242616
党,242508
罢,242362
腰,241952
巧,241945
孤,241832
闭,241527
圆,240477
碰,240438
镜,239736
软,239536
厚,239064
累,238891
昨,238837
幽,238716
悲,238519
丈,238063
牌,237160
降,236721
颜,236409
劳,236325
偏,236193
省,235937
糊,235912
馆,235908
烧,235818
谓,235703
财,235676
舰,235654
汗,235293
奈,235258
操,235165
迹,234061
尸,233817
悄,233784
残,232905
尖,232729
鲁,232665
锋,232525
圈,232242
油,231197
俩,231043
项,230765
撞,230714
瞬,230645
忆,229878
盖,229688
尤,229183
徒,228560
乡,228067
概,227790
户,227191
荡,226789
艺,226121
增,226112
祖,225814
困,225133
殿,225035
迅,225006
横,224880
范,224772
律,223633
番,223306
企,222834
惨,222830
限,222821
聚,222383
含,222331
凭,221418
剧,220880
碎,220325
躺,220026
缘,219837
凉,219565
腾,219541
织,218959
抢,218937
预,218757
沈,218519
替,218469
孔,218377
批,218230
康,217905
惑,217812
唯,217658
率,217561
惯,216834
登,215944
互,215472
盯,215010
稍,214761
宣,214690
唱,214664
诚,214660
剩,214523
咬,214227
育,214206
诸,214093
触,213212
晨,213173
策,213136
疼,213129
漫,213126
材,212793
补,212484
私,212479
吐,212473
纯,212265
艾,212019
贝,211741
谷,211522
庭,211391
挡,211337
晃,210916
吉,210857
吹,209806
仔,209161
仇,208949
凝,208926
鼓,208688
农,208656
席,208395
征,208067
帅,207990
附,207682
缺,207517
塞,206867
豪,206593
亦,205335
杜,205040
努,204860
判,204750
谋,204688
胆,204655
尘,204457
扎,204372
滚,203922
闷,203501
迟,203433
稳,203430
翼,203347
诺,203149
闲,202953
灰,202762
朵,202374
盛,202048
梁,201687
晶,201335
餐,201053
爆,199957
伦,199623
娇,199460
侧,199092
愣,198676
鼻,197996
轮,197302
昏,197245
抖,197122
陷,196684
敏,196615
词,196564
慌,196225
愤,195304
怜,195035
颤,194953
阶,194358
苍,194304
距,193245
郑,193156
川,193133
扫,192957
逼,192855
县,192413
忧,192308
童,192039
执,191171
丢,190646
荣,190645
臂,190591
逐,190582
傲,190525
戴,189960
芒,189889
庆,189750
伴,189544
袭,189129
供,188899
积,188812
测,188406
遥,188299
阻,187918
例,187039
睁,186982
岛,186833
遗,186827
瞪,186802
慕,186450
皱,186309
博,186289
幕,186169
猜,185595
益,185217
净,185047
泽,184794
炼,184752
监,184301
鸡,184249
珍,183710
伏,183556
绍,183310
曹,183285
爬,183266
丫,183167
炸,183079
壁,182739
涌,182735
凶,182557
郎,182457
宿,181931
怨,181641
醉,181356
拼,181290
迫,181073
革,180934
瞧,180832
奥,180716
输,180207
莉,180099
忠,180043
颗,179813
嗯,179528
佳,179512
旅,179263
仁,179004
鸟,178842
骗,178600
浩,178517
塔,178293
胖,178105
绪,178054
枫,177695
拔,177503
赞,177018
炮,176432
傅,176201
凯,175931
邪,175398
芳,175343
浑,175322
夺,175135
宽,175076
堆,174996
裂,174922
遭,174294
赤,174098
旋,174074
扭,173801
洁,173303
浮,173250
悉,173018
擦,172541
慧,171937
典,171037
赏,170954
匆,170609
评,170396
纵,170090
莲,169828
雾,169826
乌,169572
跃,169432
壮,169349
贴,169181
丰,169048
隔,169019
健,168908
辛,168855
抵,168424
竹,168423
彻,168415
摩,168189
轰,168120
编,167598
肚,167538
插,167435
磨,167370
哎,166400
御,166243
耐,165628
惧,165581
氏,165389
辉,165245
扶,165206
恢,164984
貌,164902
额,164812
述,164756
票,164603
录,164397
拖,163823
膀,163712
鹰,162593
孟,162475
递,161919
瑞,161507
唇,161329
暂,161191
货,161159
琴,161113
踪,160848
码,160836
慰,160488
蛇,160445
玲,160182
晕,160115
损,160063
轩,159922
粗,159898
掩,159891
屁,159868
悠,159692
仰,159568
零,159040
盟,158636
途,158599
贼,158556
洪,158368
悟,158203
固,157594
讶,157124
冬,156922
滑,156890
甜,156743
郁,156526
琳,156208
辆,156125
乃,155797
猪,155635
暖,155407
妮,155375
挣,155359
旦,154394
估,154328
坦,154240
甘,153739
佩,153498
莱,152961
享,152710
吼,152621
构,152528
粉,151878
萨,151844
吻,151655
潜,151581
瓶,151362
偶,150991
戒,150905
浓,150479
毁,150469
销,150456
迪,150391
拒,150199
绕,150071
勒,149722
朗,149504
嘻,149024
尾,148960
帐,148792
废,148745
延,148658
敲,148518
烂,148472
曼,148287
厌,148169
宜,148148
羞,148102
喂,148044
吟,147887
滴,147754
洲,147589
爹,147569
艳,147563
晴,147525
抚,147135
缩,146921
协,146638
央,146296
悔,146037
肖,145163
缠,145147
脆,145125
痕,144963
伍,144670
寂,144616
启,143593
翔,143540
薄,143289
侯,142640
劝,142540
郭,142211
奴,142209
鸣,142206
倾,141937
彼,141382
扔,141002
撒,140910
豫,140767
检,140353
针,140264
耀,140263
痴,140246
姆,140194
篇,140190
椅,140068
厂,140040
董,139885
熊,139726
埋,139624
乖,139563
狐,139523
蒋,139409
踏,139340
隆,139138
括,139127
潮,139090
唉,139034
穷,138792
聪,138731
唤,138357
泰,138290
版,138140
末,137858
旗,137444
仪,137332
焦,137278
猫,137136
盗,136597
侍,136559
挤,136500
款,136499
拾,136402
荒,136353
姿,135544
域,135460
搭,135458
脉,134301
授,134240
俗,134099
融,133868
狱,133801
欺,133789
访,133498
桥,133377
锁,133243
霸,133104
牵,132558
池,132332
钻,132223
港,132167
喃,132068
廷,132059
乘,131984
玛,131821
奉,131631
扯,131478
岳,131477
减,131292
弯,130605
夹,130443
辞,130150
岸,129872
岂,129475
屈,129274
恼,128907
哲,128653
季,128550
召,128448
丧,128277
尝,127841
恭,127784
载,127412
瘦,127216
皆,127084
颇,127012
茫,126870
染,126552
肃,126387
爽,126265
亏,126054
吞,125696
惹,125358
哀,125269
乔,124865
趁,124805
铺,124784
脏,124291
吕,124280
奖,124266
倍,124204
汤,124040
振,124002
婷,123852
牢,122871
扰,122869
溜,122662
庞,122515
臭,122493
悦,122437
赫,122145
赢,122118
跪,121795
麦,121753
枝,121572
侠,121181
泉,121061
劫,120969
炎,120855
泥,120657
赌,120539
弓,120521
魏,120376
罩,120318
疾,120121
饰,119944
符,119925
垂,119904
映,119292
漠,119153
脖,119048
饮,118969
沿,118963
懒,118774
肤,118772
桑,118729
堪,118698
燃,118687
卓,118671
祝,118176
赖,118093
宾,117598
贾,117313
喘,117078
焰,117059
吵,117058
冥,116978
鞋,116843
逸,116826
均,116506
库,116418
裤,116368
碗,116150
航,116067
踢,115921
姨,115750
酸,115604
啸,115578
龄,115480
阁,115474
舌,115405
箱,115256
冯,115225
邦,114842
钢,114590
霞,114414
促,114240
泡,114183
盾,113909
羊,113627
碧,113618
援,113598
忌,113527
抹,113249
倩,112856
锐,112841
喷,112711
拦,112670
嘉,112633
袖,112531
殊,112194
辰,112021
繁,111669
络,111535
抛,111366
嫁,111212
咒,111198
撤,111118
键,110933
湿,110683
恰,110670
虫,110359
审,110344
献,110306
媚,110163
贤,109707
葛,109554
刹,109543
袁,109370
摔,109217
序,109198
筑,108668
斜,108597
瓦,108370
涂,108136
湾,107989
莎,107897
崇,107803
猎,107720
刑,107683
墨,107669
娃,107391
梯,107297
桃,107204
豆,107185
驾,107183
浅,106957
径,106709
饿,106677
疲,106623
搬,106566
瓜,106525
莹,106488
滋,106362
润,106301
铃,106214
蛮,105867
蒂,105801
拨,105755
涛,105605
予,105542
勾,105524
惠,105489
析,105460
砍,105218
撑,105150
截,105111
措,104929
币,104705
薇,104428
愈,103820
督,103779
酷,103579
祥,103572
怖,103474
侵,103019
岩,102961
扮,102939
糟,102902
盈,102878
腹,102733
斩,102461
尺,102253
签,102159
稀,102120
掏,102071
夸,102041
汽,102025
液,101930
姬,101929
愧,101918
汇,101717
柱,101550
粮,101018
堡,100994
仗,100976
笨,100829
奏,100818
歉,100666
甩,100637
怔,100634
允,100455
竞,100299
祸,100219
耶,100191
爵,99014
绩,99008
诱,98758
呜,98630
穴,98539
黎,98444
租,98428
培,98414
砸,98411
麽,98350
井,98246
窝,98104
弥,97735
返,97646
匹,97644
啥,97619
凑,97611
奸,97555
陌,97194
叛,97192
核,96965
卧,96870
幅,96800
眨,96795
耗,96793
洒,96761
怡,96402
详,96353
卢,96170
扣,96155
哇,96108
丑,95998
勉,95918
孝,95871
矛,95725
氛,95504
衡,95483
陶,95450
购,95339
汪,95118
僵,94955
疗,94630
妃,94415
罚,94402
棋,94079
缝,94012
咐,93482
躯,93458
泛,93454
愁,93376
搜,93119
慈,93047
肥,93039
笼,92617
篮,92437
俱,92404
惟,92036
柜,91808
捉,91410
悬,91146
霍,91016
泄,90918
咽,90794
齿,90782
秒,90580
勤,89958
扩,89799
屏,89750
霜,89624
袍,89409
蝶,89194
祭,89101
厨,89003
胁,88886
璃,88749
劈,88694
赚,88692
锦,88660
尬,88603
尴,88570
熙,88330
寺,88284
昌,87938
贺,87683
巾,87648
描,87436
捕,87090
陵,86608
咳,86470
扇,86396
虹,86362
绵,86358
撕,86284
蔡,86233
催,86151
彭,86069
宠,86062
贪,85988
辱,85827
誓,85826
盒,85795
寸,85513
披,85497
搂,85409
饶,85409
跌,85274
欠,85134
肌,85083
售,85067
巡,85023
抑,84901
纹,84809
宏,84747
幼,84744
萍,84637
驻,84625
丛,84509
亿,84365
播,84353
俄,84261
刃,84243
蕾,83954
挨,83876
仲,83817
迈,83798
违,83636
辩,83564
埃,83548
艘,83282
琪,83147
灾,83099
僧,83065
渡,83062
卑,82925
雕,82838
鼠,82778
讯,82709
辣,82598
刷,82427
艰,82206
斥,82160
裙,82091
翠,82046
饱,82039
掠,81961
询,81882
勃,81808
夕,81778
矮,81728
瑶,81683
赐,81549
捏,81503
闯,81440
姚,81369
瑟,81347
渴,81029
谅,80996
昂,80972
串,80922
沟,80789
涉,80705
咕,80611
驶,80574
摄,80547
贫,80408
辕,80157
婉,80016
鹏,79602
姜,79591
碍,79505
荷,79485
冠,79415
魅,79400
玫,79367
裁,79360
坡,79228
鸿,79055
邓,78843
歪,78305
乏,78100
申,78049
割,77561
巫,77547
衫,77529
棒,77284
阔,77181
泣,77103
韦,77085
恍,76884
贯,76864
魄,76856
柄,76845
患,76682
覆,76596
蜜,76559
婴,76456
励,76447
锅,76325
陛,76314
遮,76029
帕,75768
咖,75455
嫌,75438
胳,75288
挖,75265
啪,75251
矿,75241
凄,75047
爪,74674
眠,74642
穆,74572
啡,74499
吾,74366
坛,74267
脾,74235
恒,74155
屠,74112
玻,74100
蓉,74083
础,74017
曰,74013
耸,74009
膊,73983
後,73938
逆,73790
寿,73701
驱,73684
猴,73614
佣,73609
毅,73576
舅,73540
铜,73454
娟,73343
眯,73287
淫,73135
吩,72921
匪,72837
牧,72623
役,72621
寄,72560
诡,72548
纤,72315
腐,72243
姻,72158
晰,72136
渊,72136
亭,72135
邀,72128
哄,72071
骚,72015
墓,71994
柯,71973
筋,71688
崔,71661
灿,71504
捷,71379
淋,71208
弗,71101
辑,71050
棍,70829
绳,70768
频,70697
廊,70608
畏,70481
歇,70470
裹,70440
苗,70433
盼,70327
咯,70258
耍,70234
煞,70229
寝,70179
瞒,70085
添,69960
嫂,69851
纠,69730
慨,69723
嚷,69716
驰,69666
拐,69575
宴,69541
津,69527
岚,69463
浴,69322
耻,69286
挽,69193
页,69130
誉,69067
牲,68954
乳,68901
仓,68847
逝,68598
喉,68460
逛,68458
樱,68359
兼,68324
戈,68258
哗,68257
涯,68222
捧,68202
铭,68150
障,67983
摊,67974
跨,67967
妥,67901
揉,67835
晋,67736
寞,67695
寨,67653
漆,67629
污,67424
嘲,67228
枚,67198
吊,67131
乾,67122
馨,67101
伪,66990
嗓,66941
呈,66909
卿,66819
楠,66793
籍,66610
裸,66535
链,66506
灌,66346
昆,66326
畅,66298
逍,66286
帽,66271
阅,66255
逗,66171
蹲,66158
踩,66021
窜,65974
哑,65950
趴,65882
逢,65867
植,65774
媒,65752
韵,65628
昭,65610
尹,65600
谦,65522
档,65508
趟,65492
沾,65300
兔,65122
订,65104
朴,65002
瞎,64955
鞭,64899
俺,64855
斤,64823
翅,64425
肠,64217
雀,64212
慎,64154
盆,64086
迁,64084
镖,64000
芬,63866
崖,63804
丘,63759
蠢,63523
庙,63493
潘,63492
颖,63259
拓,63143
娶,63133
纱,63048
漏,62997
谨,62778
珊,62734
仆,62312
宙,62098
尉,62071
屑,62044
叮,62022
捂,61932
涩,61921
诧,61708
柴,61680
杆,61570
涵,61454
坠,61401
赔,61380
涨,61366
嘟,61299
崩,61288
薛,61265
藤,61231
税,61205
枯,61044
译,60762
帘,60741
糖,60725
愉,60639
骄,60597
羡,60457
糕,60411
彬,60398
愚,60381
疏,60274
翰,60202
堵,60165
腕,60083
眸,59961
芸,59910
溪,59612
殷,59421
谎,59414
鼎,59165
稿,59162
哟,59051
冤,59019
症,58943
棵,58780
狄,58778
咧,58774
湘,58673
宛,58603
嫩,58594
肆,58585
宰,58463
憾,58412
偿,58352
腔,58166
哩,58164
豹,58129
瑰,58092
鉴,58039
绑,58012
潇,57966
戚,57840
郡,57742
澡,57698
桂,57604
兮,57566
雯,57561
颠,57525
狮,57466
邻,57417
契,57408
骇,57380
卜,57367
揭,57148
妄,56997
坑,56879
伐,56861
矩,56720
烁,56718
葬,56577
诀,56532
鄙,56240
鹿,56206
柏,56086
溃,56002
朕,55860
舟,55739
妆,55685
躁,55588
霉,55470
侦,55445
冻,55112
娅,55108
庸,55082
筹,54932
削,54894
砰,54753
耿,54708
牺,54587
筒,54584
遂,54528
旭,54482
胎,54438
惶,54202
淑,54159
叉,54152
痒,54133
竖,54125
龟,54063
斑,53974
儒,53866
嫣,53722
宅,53376
押,53350
胃,53113
旨,53094
册,53084
膝,52944
浸,52615
弦,52599
栏,52541
衷,52515
刮,52316
艇,52284
岗,52253
赴,52184
囊,52069
斧,52064
颊,52050
疆,51900
炉,51848
塌,51754
乞,51739
旺,51739
烤,51737
黛,51658
逊,51585
贱,51519
辨,51442
狸,51416
叙,51398
愕,51262
叠,51212
遣,51164
晌,51129
麟,51074
腥,51054
粒,50991
拟,50704
俏,50651
杖,50648
芝,50352
夷,50315
衬,50272
佐,50271
巷,50218
捡,50151
遵,50067
塑,49903
桶,49900
泼,49867
滩,49853
琼,49778
昊,49733
帆,49724
搏,49712
颈,49665
噢,49608
蹦,49581
寡,49558
贞,49540
凰,49489
哨,49486
拆,49444
茹,49430
劣,49371
嘱,49354
沃,49337
厢,49241
摘,49225
咋,49191
坤,49143
俯,49115
媳,49077
赋,48946
嘶,48914
贡,48905
碌,48886
匙,48847
拢,48821
谭,48779
翁,48774
辜,48645
竭,48555
廉,48551
械,48533
贸,48254
辅,48161
讽,48150
呐,48065
斌,48027
辽,47836
填,47816
窃,47730
抄,47668
溢,47668
妒,47550
吁,47540
嗦,47528
掀,47524
芙,47397
祈,47360
栋,47210
吱,47132
撇,47004
胞,46906
轿,46864
禅,46691
妨,46595
拂,46508
倦,46376
衰,46360
靖,46359
循,46243
挪,46163
蓬,46160
惩,46147
垃,46134
账,46126
驳,46073
署,46050
甫,46012
顽,45970
姥,45943
圾,45932
熬,45832
枕,45747
丐,45707
茜,45676
咦,45558
厕,45544
攀,45399
彤,45357
妍,45256
拽,45251
荆,45203
妓,45162
壶,45112
於,45065
寇,45004
鹤,44828
钥,44779
骤,44774
渺,44689
刊,44631
肢,44527
烛,44470
孕,44402
绽,44371
彦,44325
棉,44297
俘,44283
盔,44274
剪,44250
